SKU,Prix,Timestamp,PrixInitial,AgeProduitEnJours,QuantiteVendue,UtiliteProduit,ElasticitePrix,Remise,Qualite,Mois_sin,Mois_cos,Heure_sin,Heure_cos
SKU1_1,400.2136931392519,2023-06-30 00:00:00,399.4521782110479,0.0,0.0,-22.21316540583109,0.0524835707532266,0.0,0.1559945203362026,1.2246467991473532e-16,-1.0,0.0,1.0
SKU1_1,399.60023834958014,2023-06-30 08:00:00,399.4521782110479,0.0,0.0,-19.086871091467128,0.0524835704954681,0.0,0.1559945203362026,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998
SKU1_1,399.5827058471378,2023-06-30 16:00:00,399.4521782110479,0.0,0.0,-19.67079510771824,0.0524835706147054,0.0,0.1559945203362026,1.2246467991473532e-16,-1.0,-0.8660254037844384,-0.5000000000000004
SKU1_1,398.1457637317989,2023-07-01 00:00:00,399.4521782110479,1.0,0.0,-20.37127265652968,0.0524835706904298,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.0,1.0
SKU1_1,398.64312644144144,2023-07-01 08:00:00,399.4521782110479,1.0,0.0,-20.416522886164746,0.0524835706937314,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
SKU1_1,398.7728062469912,2023-07-01 16:00:00,399.4521782110479,1.0,0.0,-20.332538029276577,0.0524835706874825,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004
SKU1_1,398.4576428434365,2023-07-02 00:00:00,399.4521782110479,2.0,0.0,-20.874437480520484,0.052483570719936,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.0,1.0
SKU1_1,398.3843926103906,2023-07-02 08:00:00,399.4521782110479,2.0,0.0,-21.483981591162404,0.0524835707405289,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
SKU1_1,358.39283271564324,2023-07-02 16:00:00,399.4521782110479,2.0,0.0,-16.68886125098349,0.0524835677992483,0.1,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004
SKU1_1,396.69929619489193,2023-07-03 00:00:00,399.4521782110479,3.0,0.0,-20.742892397561874,0.0524835707135926,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.0,1.0
SKU1_1,397.6454248648168,2023-07-03 08:00:00,399.4521782110479,3.0,0.0,-22.763441934313374,0.052483570758233,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
SKU1_1,397.6887969075119,2023-07-03 16:00:00,399.4521782110479,3.0,0.0,-20.583724329343053,0.0524835707047133,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004
SKU1_1,398.2942619784982,2023-07-04 00:00:00,399.4521782110479,4.0,0.0,-21.521273528411346,0.0524835707414267,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.0,1.0
SKU1_1,396.966460439865,2023-07-04 08:00:00,399.4521782110479,4.0,0.0,-21.025481424827003,0.0524835707262614,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
SKU1_1,397.2134145934223,2023-07-04 16:00:00,399.4521782110479,4.0,0.0,-22.04590127962974,0.0524835707510728,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004
SKU1_1,397.0389048403367,2023-07-05 00:00:00,399.4521782110479,5.0,0.0,-19.670879802854383,0.0524835706147181,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.0,1.0
SKU1_1,396.84345994942254,2023-07-05 08:00:00,399.4521782110479,5.0,0.0,-21.335938986073543,0.0524835707366153,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
SKU1_1,397.1688905885472,2023-07-05 16:00:00,399.4521782110479,5.0,0.0,-21.26208285156944,0.0524835707344352,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004
SKU1_1,395.1723124645342,2023-07-06 00:00:00,399.4521782110479,6.0,0.0,-21.349478194709217,0.0524835707369977,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.0,1.0
SKU1_1,395.37796983336494,2023-07-06 08:00:00,399.4521782110479,6.0,0.0,-19.83917086951857,0.0524835706380043,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
SKU1_1,395.5900891311289,2023-07-06 16:00:00,399.4521782110479,6.0,0.0,-20.037405481334552,0.0524835706608511,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004
SKU1_1,394.50454155820086,2023-07-07 00:00:00,399.4521782110479,7.0,0.0,-21.663639157968863,0.0524835707445622,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.0,1.0
SKU1_1,395.3141547611369,2023-07-07 08:00:00,399.4521782110479,7.0,0.0,-21.72486262302194,0.0524835707457793,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
SKU1_1,394.820161156617,2023-07-07 16:00:00,399.4521782110479,7.0,0.0,-21.206231702406328,0.0524835707326763,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004
SKU1_1,395.462365133928,2023-07-08 00:00:00,399.4521782110479,8.0,0.0,-18.87911196007194,0.0524835704332157,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.0,1.0
SKU1_1,394.2957712852511,2023-07-08 08:00:00,399.4521782110479,8.0,0.0,-21.3006204233126,0.0524835707355928,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
SKU1_1,394.5263671733164,2023-07-08 16:00:00,399.4521782110479,8.0,0.0,-21.34738959379483,0.0524835707369391,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004
SKU1_1,394.5025692446011,2023-07-09 00:00:00,399.4521782110479,9.0,0.0,-21.66286683523315,0.0524835707445464,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.0,1.0
SKU1_1,393.4803784776993,2023-07-09 08:00:00,399.4521782110479,9.0,0.0,-20.749554062861147,0.0524835707139343,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
SKU1_1,393.2920690186357,2023-07-09 16:00:00,399.4521782110479,9.0,0.0,-21.10726653677095,0.0524835707293079,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004
SKU1_1,393.5974269854197,2023-07-10 00:00:00,399.4521782110479,10.0,0.0,-20.565957238533727,0.0524835707036316,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.0,1.0
SKU1_1,393.63505145327775,2023-07-10 08:00:00,399.4521782110479,10.0,0.0,-21.22132422598562,0.0524835707331614,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
SKU1_1,393.8960214920422,2023-07-10 16:00:00,399.4521782110479,10.0,0.0,-19.183134175701856,0.0524835705202095,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004
SKU1_1,393.1762656458629,2023-07-11 00:00:00,399.4521782110479,11.0,0.0,-21.245344122852632,0.0524835707339183,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.0,1.0
SKU1_1,393.0637871996711,2023-07-11 08:00:00,399.4521782110479,11.0,0.0,-22.39030577823974,0.052483570755147,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
SKU1_1,392.5752825022652,2023-07-11 16:00:00,399.4521782110479,11.0,0.0,-20.35462650079202,0.0524835706891772,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004
SKU1_1,392.4424905781152,2023-07-12 00:00:00,399.4521782110479,12.0,0.0,-19.623188926997923,0.0524835706073746,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.0,1.0
SKU1_1,392.47289996618406,2023-07-12 08:00:00,399.4521782110479,12.0,0.0,-22.146243201030085,0.0524835707524078,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
SKU1_1,391.9691880205215,2023-07-12 16:00:00,399.4521782110479,12.0,0.0,-20.234984406188048,0.0524835706795334,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004
SKU1_1,392.6712025860711,2023-07-13 00:00:00,399.4521782110479,13.0,0.0,-21.07463713645504,0.0524835707281223,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.0,1.0
SKU1_1,391.9752317909546,2023-07-13 08:00:00,399.4521782110479,13.0,0.0,-20.92403675796902,0.0524835707221193,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
SKU1_1,391.250974495385,2023-07-13 16:00:00,399.4521782110479,13.0,0.0,-22.099391893572346,0.0524835707518011,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004
SKU1_1,391.5446906447088,2023-07-14 00:00:00,399.4521782110479,14.0,0.0,-20.035475614686035,0.0524835706606498,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.0,1.0
SKU1_1,391.6328364074597,2023-07-14 08:00:00,399.4521782110479,14.0,0.0,-20.22274143380304,0.0524835706784799,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
SKU1_1,391.3575388063058,2023-07-14 16:00:00,399.4521782110479,14.0,0.0,-22.067303527383487,0.0524835707513689,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,-0.8660254037844384,-0.5000000000000004
SKU1_1,390.4421673874237,2023-07-15 00:00:00,399.4521782110479,15.0,0.0,-22.13753620955012,0.0524835707522972,0.0,0.1559945203362026,-0.4999999999999997,-0.8660254037844388,0.0,1.0
